Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Days_is_client,Kids,Expenses,TotalAcceptedCmp,TotalNumPurchases
1953,Graduate,Partner,58398,5/14/2013,44,4,0,0,411,0,596,0,20
1982,Graduate,Partner,50272,8/7/2013,75,7,0,0,326,1,233,0,13
1975,Postgraduate,Partner,76618,12/7/2012,64,1,0,0,569,0,1511,0,11
1960,Graduate,Single,87305,9/23/2012,19,2,0,1,644,0,1152,1,17
1978,Graduate,Partner,25851,2/11/2013,45,7,0,0,503,1,48,0,7
1970,Graduate,Single,58710,3/31/2013,77,6,0,0,455,1,1185,0,31
1958,Graduate,Single,45160,3/29/2014,9,7,0,0,92,2,21,0,4
1965,Postgraduate,Partner,74806,12/19/2012,1,4,0,0,557,1,965,0,16
1954,Graduate,Partner,59111,5/2/2013,90,7,0,0,423,0,869,0,21
1984,Postgraduate,Partner,18988,5/23/2014,43,7,0,0,37,1,16,0,6
1965,Graduate,Partner,72190,2/13/2013,79,3,0,0,501,0,1947,0,16
1976,Graduate,Partner,7500,8/1/2012,19,9,0,1,697,1,71,1,12
1955,Graduate,Partner,80395,11/23/2013,62,2,0,0,218,0,1380,1,24
1976,Postgraduate,Single,75012,1/25/2014,41,1,0,0,155,0,1027,0,23
1965,Postgraduate,Partner,56962,10/11/2013,60,7,0,0,261,3,411,0,21
1991,Graduate,Partner,89891,4/15/2013,17,4,0,0,440,0,836,1,26
1949,Postgraduate,Single,35946,9/27/2013,24,5,0,0,275,2,11,0,4
1953,Postgraduate,Partner,53593,8/7/2012,60,8,0,0,691,2,480,0,23
1948,Postgraduate,Single,45072,10/16/2013,74,8,0,0,256,3,284,0,16
1973,Graduate,Single,89694,10/9/2013,22,5,0,0,263,2,1472,3,14
1949,Graduate,Partner,72025,4/29/2014,46,2,0,1,61,0,1677,3,26
1973,Graduate,Partner,67432,3/29/2013,69,4,0,0,457,1,1335,0,19
1952,Postgraduate,Partner,70545,6/3/2014,29,2,0,0,26,1,334,0,13
1989,Undergraduate,Partner,17487,3/18/2013,37,7,0,0,468,1,18,0,4
1969,Graduate,Partner,62882,8/9/2012,26,4,0,0,689,1,1338,0,20
1953,Postgraduate,Single,64108,3/23/2013,8,5,0,0,463,1,1099,0,30
1956,Postgraduate,Partner,34941,3/6/2013,26,8,0,0,480,2,97,0,8
1950,Postgraduate,Single,48767,1/1/2014,79,5,0,0,179,3,63,0,9
1978,Graduate,Partner,38702,8/1/2013,71,6,0,0,332,1,109,0,9
1964,Graduate,Partner,82224,1/25/2014,83,3,0,0,155,0,902,1,21
1952,Graduate,Partner,83844,5/12/2013,57,1,0,0,413,0,1574,1,20
1975,Graduate,Partner,17003,12/9/2013,37,5,0,0,202,1,38,0,9
1995,Graduate,Single,71163,3/9/2014,30,1,0,0,112,0,960,0,24
1970,Graduate,Single,33697,9/15/2013,34,7,0,0,287,1,28,1,4
1954,Graduate,Partner,63564,1/29/2014,0,6,0,1,151,0,1215,1,28
1972,Postgraduate,Partner,83443,12/31/2013,89,2,0,0,180,0,1497,0,22
1958,Postgraduate,Partner,51518,10/3/2013,92,3,0,0,269,1,449,0,17
1969,Graduate,Partner,80952,2/28/2013,20,8,0,1,486,0,1757,3,25
1979,Graduate,Partner,75507,5/2/2014,56,3,0,0,58,0,1440,0,21
1978,Graduate,Partner,63855,2/9/2013,28,4,0,0,505,0,1006,0,24
1972,Postgraduate,Partner,62220,8/11/2012,55,6,0,1,687,1,1226,0,23
1964,Graduate,Partner,58512,9/19/2013,25,8,0,0,283,1,1171,0,20
1979,Postgraduate,Partner,40662,3/15/2013,0,4,0,0,471,1,92,0,8
1959,Postgraduate,Partner,38829,4/6/2014,86,5,0,0,84,1,99,0,8
1981,Graduate,Partner,35523,10/3/2013,8,7,0,0,269,1,66,0,8
1967,Graduate,Single,79146,4/24/2014,33,6,0,0,66,2,564,0,19
1988,Postgraduate,Partner,78285,10/28/2013,13,3,0,0,244,0,1427,0,21
1978,Postgraduate,Single,31626,5/10/2013,12,7,0,1,415,1,86,1,6
1952,Graduate,Single,75127,5/22/2014,92,1,0,0,38,0,833,0,19
1955,Graduate,Partner,48726,4/27/2013,90,6,0,0,428,1,242,0,12
1977,Graduate,Partner,74985,9/11/2012,8,2,0,0,656,0,1869,0,17
1987,Graduate,Partner,67430,9/5/2012,6,6,0,0,662,0,1364,0,29
1965,Graduate,Partner,46891,9/1/2013,91,4,0,0,301,1,183,0,8
1956,Postgraduate,Partner,62058,5/26/2013,52,6,0,0,399,1,450,0,18
1979,Graduate,Partner,72063,7/3/2013,3,2,0,0,361,1,758,0,21
1951,Postgraduate,Partner,78939,12/12/2013,57,3,0,0,199,0,1507,0,20
1965,Graduate,Single,42720,4/24/2013,9,8,0,1,431,2,654,0,25
1972,Graduate,Partner,33622,4/13/2013,22,7,0,0,442,2,81,0,9
1957,Postgraduate,Partner,6835,12/8/2012,76,20,0,0,568,1,137,0,1
1953,Graduate,Partner,41452,3/6/2013,86,7,0,0,480,2,16,0,4
1965,Postgraduate,Single,40760,8/30/2013,64,6,0,0,303,1,93,0,8
1958,Postgraduate,Partner,74250,1/26/2014,90,1,0,0,154,0,1158,0,18
1955,Postgraduate,Single,51124,12/18/2013,79,3,0,0,193,2,43,0,6
1971,Graduate,Single,72258,9/12/2013,28,2,0,0,290,1,1525,0,22
1974,Postgraduate,Single,71466,4/5/2014,86,1,0,0,85,0,1230,0,19
1976,Graduate,Partner,36283,4/14/2014,42,4,0,0,76,2,29,0,6
1970,Graduate,Single,20587,5/11/2014,39,7,0,0,49,1,25,0,5
1972,Graduate,Partner,30467,3/19/2014,8,7,0,0,102,1,24,0,4
1972,Graduate,Partner,31590,6/18/2013,40,8,0,0,376,1,38,0,5
1986,Undergraduate,Partner,20425,10/29/2012,5,7,0,0,608,1,57,0,7
1960,Postgraduate,Partner,17144,2/15/2014,96,7,0,0,134,2,47,0,12
1968,Postgraduate,Single,42564,1/2/2013,28,7,0,1,543,1,813,1,24
1978,Postgraduate,Partner,43783,5/29/2014,22,7,0,0,31,1,629,1,22
1976,Graduate,Single,40780,9/8/2012,30,9,0,0,659,1,377,0,17
1945,Postgraduate,Partner,62847,1/15/2013,45,2,0,0,530,0,1612,0,14
1957,Postgraduate,Partner,82017,11/7/2012,58,2,0,1,599,0,729,3,17
1950,Graduate,Single,16813,7/19/2013,49,7,0,0,345,0,50,1,6
1978,Graduate,Partner,51267,10/29/2013,37,4,0,0,243,2,270,0,15
1961,Graduate,Single,46524,4/5/2013,70,3,0,0,450,1,177,0,9
1962,Postgraduate,Single,45183,1/20/2013,33,7,0,0,525,0,315,1,13
1954,Postgraduate,Partner,70421,6/28/2014,98,6,0,0,1,1,767,0,23
1965,Graduate,Single,60161,10/23/2012,17,8,0,0,614,1,1071,0,26
1973,Graduate,Partner,73926,3/2/2013,54,3,0,0,484,0,1580,0,24
1968,Graduate,Partner,19329,12/14/2013,39,8,0,0,197,1,60,0,10
1970,Postgraduate,Partner,61872,12/13/2013,81,4,0,0,198,1,573,0,21
1956,Graduate,Single,46984,3/26/2013,71,5,0,0,460,2,41,0,5
1951,Graduate,Partner,34838,1/19/2013,62,6,0,0,526,2,170,0,10
1944,Postgraduate,Single,82716,11/5/2013,8,2,0,0,236,0,1167,0,28
1958,Graduate,Partner,48192,4/6/2013,76,8,0,1,449,0,1526,3,25
1976,Postgraduate,Partner,49681,11/4/2013,66,7,0,0,237,2,458,0,21
1971,Postgraduate,Partner,56850,3/23/2014,83,2,0,0,98,1,63,0,6
1957,Graduate,Partner,55267,10/21/2013,28,3,0,0,251,1,405,0,17
1972,Graduate,Partner,59666,3/22/2013,87,8,0,0,464,2,1027,1,20
1972,Graduate,Single,72504,4/6/2013,43,2,0,0,449,1,1478,0,22
1981,Graduate,Partner,26872,10/16/2013,0,6,0,0,256,0,72,0,5
1972,Graduate,Single,21359,4/20/2013,1,8,0,1,435,1,48,0,7
1975,Graduate,Single,73170,5/31/2014,1,2,0,0,29,0,726,0,16
1955,Postgraduate,Partner,52750,2/4/2013,72,4,0,0,510,1,860,0,27
1986,Postgraduate,Partner,91820,11/23/2013,72,1,0,0,218,0,1497,0,22
1970,Postgraduate,Partner,65968,5/12/2014,12,3,0,0,48,1,495,0,18
1976,Graduate,Partner,30772,3/12/2014,89,6,0,0,109,2,20,0,4
1954,Graduate,Single,22507,11/24/2012,67,9,0,0,582,0,570,0,19
1972,Graduate,Partner,65685,3/29/2014,54,5,0,0,92,1,769,0,21
1978,Graduate,Partner,25804,9/1/2013,34,8,0,0,301,1,55,0,7
1980,Postgraduate,Single,76412,5/5/2013,15,3,0,1,420,0,1808,2,18
1972,Graduate,Partner,22063,8/8/2013,43,7,0,0,325,1,55,0,7
1961,Graduate,Single,57091,6/15/2014,0,5,0,1,14,0,577,1,18
1959,Graduate,Single,78353,4/16/2013,51,8,0,0,439,1,1576,0,24
1954,Graduate,Partner,93404,5/7/2013,97,5,0,0,418,3,1616,2,17
1962,Graduate,Single,37859,1/12/2013,75,8,0,0,533,3,36,0,6
1958,Postgraduate,Single,80995,5/11/2013,83,4,0,0,414,1,1482,0,22
1984,Graduate,Partner,16529,3/1/2014,23,6,0,0,120,1,22,0,5
1976,Postgraduate,Single,55412,11/22/2013,65,5,0,0,219,2,63,0,6
1992,Graduate,Single,48789,9/10/2012,94,6,0,0,657,0,680,0,18
1967,Postgraduate,Partner,56575,5/5/2013,42,5,0,0,420,2,542,0,20
1980,Graduate,Partner,25130,10/2/2013,10,7,0,0,270,1,50,0,7
1967,Graduate,Partner,35441,2/14/2013,94,8,0,0,500,2,39,0,6
1956,Graduate,Partner,71391,3/29/2013,50,3,0,0,457,1,1043,0,28
1972,Postgraduate,Single,49494,4/25/2013,46,7,0,0,430,1,385,0,14
1980,Graduate,Single,81702,9/23/2012,98,3,0,0,644,0,1633,0,27
1980,Graduate,Single,45889,7/2/2013,42,6,0,0,362,1,46,0,5
1977,Graduate,Single,56628,3/21/2014,30,5,0,0,100,1,761,1,20
1950,Graduate,Partner,34026,8/5/2013,11,5,0,0,328,2,76,0,9
1974,Graduate,Partner,40049,11/29/2012,61,5,0,0,577,1,290,0,14
1981,Graduate,Partner,19419,11/10/2012,76,9,0,0,596,1,70,0,11
1960,Graduate,Partner,82504,7/27/2013,2,1,0,0,337,0,1066,0,17
1970,Graduate,Partner,81205,1/13/2014,43,2,0,1,167,0,2009,3,19
1991,Graduate,Single,61618,9/29/2012,27,3,0,0,638,0,1345,0,19
1956,Postgraduate,Single,55284,12/24/2012,60,5,0,0,552,1,764,0,23
1963,Graduate,Single,49980,10/23/2013,79,5,0,0,249,1,195,0,11
1980,Graduate,Partner,15072,5/10/2013,96,5,0,0,415,2,53,0,11
1974,Graduate,Single,49166,6/13/2013,17,6,0,0,381,1,368,0,13
1957,Graduate,Partner,82347,11/6/2012,38,3,0,0,600,0,1853,2,25
1966,Postgraduate,Partner,30843,5/26/2014,43,5,0,0,34,2,35,1,6
1974,Postgraduate,Partner,46374,3/17/2014,1,8,0,1,104,1,446,2,18
1979,Graduate,Single,60474,4/1/2013,25,7,0,0,454,1,1180,0,31
1973,Postgraduate,Partner,38576,3/4/2014,2,7,0,0,117,1,41,0,5
1985,Graduate,Partner,55357,2/19/2013,66,5,0,0,495,2,727,0,22
1966,Graduate,Partner,37758,10/4/2012,49,8,0,0,633,2,40,0,6
1989,Graduate,Partner,85710,5/5/2013,5,2,0,0,420,0,1062,1,26
1969,Graduate,Partner,23228,1/26/2014,71,8,0,0,154,1,40,0,7
1969,Postgraduate,Partner,44602,2/15/2014,35,8,0,0,134,2,292,0,17
1987,Graduate,Partner,7500,1/9/2013,94,6,0,0,536,0,15,0,4
1989,Graduate,Partner,38683,10/4/2012,80,7,0,0,633,1,341,0,17
1975,Graduate,Single,49514,12/17/2013,61,7,0,0,194,1,369,0,13
1973,Postgraduate,Partner,57906,6/11/2013,29,4,0,0,383,1,401,0,17
1966,Postgraduate,Single,43456,3/26/2013,0,5,0,0,460,1,393,0,17
1986,Postgraduate,Single,19485,9/24/2013,80,7,0,0,278,2,10,0,4
1978,Graduate,Partner,53172,5/6/2013,54,3,0,0,419,1,486,0,16
1979,Graduate,Partner,30545,10/17/2012,71,7,0,0,620,1,69,0,7
1983,Postgraduate,Partner,70123,9/28/2013,27,3,0,0,274,0,1727,2,17
1959,Graduate,Single,62450,1/6/2014,61,3,0,0,174,1,995,1,16
1976,Graduate,Partner,21675,6/11/2014,55,7,0,0,18,1,45,0,10
1981,Graduate,Single,42395,4/4/2014,35,7,0,0,86,2,182,0,12
1978,Postgraduate,Partner,61346,10/6/2013,34,3,0,0,266,1,989,0,23
1953,Graduate,Partner,80812,9/17/2013,95,2,0,0,285,0,1677,3,18
1971,Postgraduate,Single,42835,6/30/2013,64,6,0,0,364,2,595,0,23
1983,Graduate,Partner,39922,2/14/2013,30,8,0,0,500,1,156,0,9
1956,Postgraduate,Single,86424,4/5/2014,12,1,0,0,85,0,1226,0,28
1978,Graduate,Partner,17117,1/17/2013,96,9,0,0,528,1,128,0,11
1972,Graduate,Single,24762,2/10/2014,16,8,0,1,139,1,86,1,9
1975,Graduate,Partner,35797,10/16/2012,16,8,0,0,621,1,68,0,7
1975,Graduate,Single,36627,7/23/2013,78,5,0,0,341,2,16,0,4
1981,Graduate,Partner,51111,6/19/2014,83,6,0,0,10,2,55,0,7
1970,Postgraduate,Partner,82072,7/2/2013,67,1,0,0,362,0,2018,0,19
1953,Postgraduate,Single,46231,11/26/2012,87,9,0,0,580,3,263,0,15
1959,Graduate,Partner,42243,12/11/2013,34,7,0,0,200,2,55,0,7
1962,Graduate,Partner,51195,4/1/2013,46,8,0,0,454,2,564,0,24
1978,Postgraduate,Single,68092,12/16/2013,7,5,0,0,195,0,1281,0,20
1973,Graduate,Partner,31814,2/9/2013,73,9,0,0,505,1,83,1,7
1965,Postgraduate,Single,51390,9/8/2012,54,5,0,0,659,2,353,0,18
1983,Graduate,Partner,76630,1/14/2014,93,1,0,0,166,0,1003,0,25
1991,Undergraduate,Single,26868,4/30/2014,52,7,0,0,60,1,14,0,4
1972,Postgraduate,Single,55260,12/12/2012,81,6,0,0,564,1,1139,0,25
1956,Graduate,Partner,64090,8/7/2013,8,5,0,1,326,1,797,0,20
1958,Graduate,Single,78331,1/23/2014,97,4,0,0,157,1,1638,0,25
1974,Postgraduate,Partner,37087,8/11/2013,50,6,0,0,322,1,401,0,17
1986,Graduate,Single,21846,10/22/2013,38,8,0,0,250,1,84,0,11
1958,Graduate,Partner,81320,2/6/2013,61,2,0,0,508,0,928,0,18
1970,Graduate,Single,54137,8/16/2013,46,6,0,0,317,1,203,0,11
1967,Graduate,Partner,66825,7/14/2013,73,2,0,0,350,0,858,0,16
1973,Graduate,Partner,57100,12/4/2013,19,3,0,0,207,0,409,0,13
1969,Graduate,Partner,58917,3/24/2013,10,5,0,0,462,3,282,0,16
1977,Graduate,Single,85072,4/9/2014,94,0,0,0,81,0,1423,0,18
1961,Graduate,Single,86429,11/21/2013,10,2,0,1,220,0,1449,1,18
1971,Graduate,Single,45684,12/2/2013,37,7,0,0,209,1,28,0,4
1974,Graduate,Partner,47889,1/4/2014,94,5,0,0,176,1,67,0,6
1986,Postgraduate,Partner,45921,3/10/2014,23,4,0,0,111,0,199,0,10
1966,Postgraduate,Single,78420,6/29/2013,75,1,0,0,365,0,1453,0,22
1992,Graduate,Partner,75114,11/7/2013,40,2,0,0,234,0,1253,0,19
1963,Postgraduate,Single,52278,1/25/2013,24,8,0,1,520,1,1198,0,31
1972,Postgraduate,Partner,35641,7/14/2013,11,7,0,1,350,1,178,0,10
1994,Graduate,Single,95529,12/3/2012,29,3,0,1,573,0,1990,1,18
1954,Graduate,Partner,62820,5/11/2013,51,1,0,0,414,0,976,0,14
1960,Postgraduate,Partner,73113,12/26/2013,86,2,0,0,185,0,1001,0,15
1954,Graduate,Single,42607,11/17/2013,30,3,0,0,224,1,350,0,14
1954,Postgraduate,Single,74637,5/18/2013,73,3,0,0,407,0,1650,1,25
1955,Postgraduate,Partner,46015,4/13/2014,25,7,0,0,77,2,46,2,5
1993,Graduate,Single,72354,4/17/2013,67,1,0,0,438,0,1228,0,19
1969,Postgraduate,Single,39858,1/24/2013,67,6,0,1,521,1,95,0,7
1948,Postgraduate,Partner,34469,5/4/2014,58,4,0,0,56,2,62,0,9
1986,Graduate,Partner,83033,5/18/2014,82,5,0,0,42,1,1761,1,26
1979,Postgraduate,Partner,24401,8/31/2012,98,8,0,0,667,0,467,0,16
1978,Graduate,Partner,77583,2/10/2014,93,2,0,0,139,0,1149,1,19
1982,Graduate,Single,74116,12/30/2013,53,2,0,0,181,0,2052,1,19
1976,Postgraduate,Partner,68397,11/17/2013,6,3,0,0,224,1,1416,0,21
1974,Postgraduate,Partner,79632,4/8/2014,42,2,0,0,82,0,1113,0,20
1989,Graduate,Single,46107,2/10/2014,78,3,0,0,139,1,125,0,7
1951,Postgraduate,Single,64950,8/12/2012,29,7,0,0,686,1,966,1,25
1989,Undergraduate,Partner,25443,12/22/2012,82,8,0,0,554,1,32,0,5
1971,Postgraduate,Partner,32892,5/25/2014,78,8,0,0,35,1,46,0,8
1971,Graduate,Partner,71796,10/24/2013,54,4,0,0,248,0,960,0,17
1970,Postgraduate,Partner,67536,5/22/2013,45,8,0,0,403,1,1829,1,30
1971,Graduate,Single,55239,7/14/2013,59,5,0,0,350,1,779,0,26
1975,Postgraduate,Single,60554,8/9/2013,8,6,0,0,324,1,811,0,23
1952,Graduate,Single,64831,6/10/2013,51,6,0,0,384,2,1120,0,22
1962,Postgraduate,Partner,56067,7/20/2013,51,5,0,0,344,1,725,0,20
1983,Graduate,Single,82025,5/28/2013,76,1,0,1,397,0,1187,1,12
1953,Graduate,Partner,94384,3/4/2013,62,2,0,1,482,0,2302,3,18
1986,Undergraduate,Single,14906,12/22/2012,86,7,0,0,554,0,66,0,9
1987,Postgraduate,Partner,51563,10/1/2012,60,8,0,0,636,0,1250,2,19
1982,Graduate,Partner,57937,2/16/2014,56,3,0,0,133,1,683,0,20
1979,Graduate,Single,68274,9/30/2013,83,3,0,0,272,2,305,0,13
1977,Graduate,Partner,39771,12/6/2013,92,4,0,0,205,1,50,0,6
1975,Graduate,Single,67893,10/1/2012,31,8,0,0,636,1,995,0,16
1979,Postgraduate,Partner,27922,5/10/2014,80,4,0,0,50,1,41,0,6
1976,Postgraduate,Partner,52190,5/8/2014,39,5,0,0,52,2,77,1,9
1973,Postgraduate,Single,44051,1/29/2013,20,6,0,1,516,2,171,0,12
1971,Postgraduate,Single,42767,5/11/2013,53,8,0,0,414,2,131,0,7
1976,Postgraduate,Partner,46106,5/11/2014,84,6,0,0,49,2,54,0,5
1976,Postgraduate,Partner,16927,2/10/2013,50,8,0,0,504,2,53,0,12
1965,Graduate,Partner,59754,12/1/2012,96,5,0,1,575,1,475,0,16
1952,Graduate,Single,53700,8/17/2012,94,5,0,0,681,1,694,0,22
1973,Graduate,Partner,59041,5/7/2014,25,5,0,0,53,2,96,0,8
1957,Postgraduate,Single,54237,4/27/2013,48,6,0,0,428,1,361,0,16
1967,Graduate,Single,70647,9/21/2012,65,2,0,0,646,1,1079,0,26
1962,Postgraduate,Single,52597,5/7/2014,69,5,0,0,53,1,578,0,20
1969,Postgraduate,Partner,41021,12/30/2012,12,6,0,1,546,1,64,0,7
1975,Postgraduate,Partner,40233,10/14/2013,84,6,0,0,258,1,149,0,13
1980,Graduate,Partner,50183,6/25/2014,47,5,0,0,4,2,231,0,17
1959,Graduate,Partner,54753,9/12/2013,87,4,0,0,290,1,728,0,21
1973,Graduate,Partner,92955,8/19/2013,35,2,0,1,314,0,1778,2,23
1973,Graduate,Partner,33471,10/12/2012,47,7,0,0,625,1,93,0,10
1974,Postgraduate,Partner,34596,4/13/2013,48,8,0,1,442,1,23,0,4
1980,Graduate,Partner,44010,10/13/2012,46,9,0,0,624,1,662,0,24
1988,Graduate,Partner,84219,2/2/2014,27,1,0,0,147,0,1198,0,18
1968,Postgraduate,Partner,40706,1/17/2013,37,7,0,0,528,3,81,0,11
1988,Graduate,Partner,15716,11/12/2012,8,8,1,0,594,1,92,0,10
1959,Graduate,Single,59052,11/17/2013,29,5,0,0,224,1,491,0,18
1971,Postgraduate,Partner,80573,10/14/2012,85,2,0,0,623,0,1564,0,24
1962,Graduate,Partner,83715,2/3/2014,2,0,0,0,146,0,926,0,24
1959,Postgraduate,Partner,82576,8/1/2012,66,1,0,0,697,0,1910,1,19
1952,Graduate,Partner,35704,1/3/2014,54,4,0,0,177,2,94,0,9
1954,Graduate,Partner,53103,9/12/2013,70,7,0,0,290,1,1085,1,28
1960,Graduate,Single,46779,7/12/2013,55,4,0,0,352,2,23,0,4
1965,Graduate,Single,4861,6/22/2014,20,14,0,0,7,0,6,0,0
1979,Postgraduate,Single,33462,8/7/2013,78,7,0,0,326,1,54,0,6
1950,Graduate,Partner,80763,8/15/2013,17,3,0,1,318,0,1415,2,23
1974,Postgraduate,Partner,65352,8/21/2013,43,4,0,0,312,1,405,0,16
1978,Postgraduate,Partner,82170,11/25/2013,13,2,0,0,216,0,1908,0,19
1969,Graduate,Partner,75759,10/25/2013,46,5,0,1,247,0,2486,3,26
1976,Graduate,Single,79689,5/12/2013,65,2,0,0,413,0,1315,0,27
1956,Postgraduate,Single,35340,6/29/2014,1,5,0,0,0,2,45,0,7
1954,Graduate,Single,85683,3/21/2014,6,1,0,1,100,0,1789,4,17
1972,Graduate,Partner,24884,11/29/2012,32,7,0,0,577,1,19,0,4
1981,Postgraduate,Partner,42021,8/31/2012,34,9,0,0,667,1,573,1,22
1989,Graduate,Single,64449,2/18/2014,70,4,0,0,131,1,805,0,24
1954,Graduate,Single,64587,6/22/2014,49,3,0,0,7,2,108,0,8
1978,Graduate,Partner,75437,11/9/2013,25,6,0,0,232,0,1493,1,23
1973,Graduate,Partner,52845,8/13/2013,7,6,0,0,320,1,936,1,25
1956,Graduate,Single,46086,11/3/2013,34,4,0,0,238,1,343,0,16
1956,Postgraduate,Single,78028,9/10/2012,38,7,0,1,657,1,528,2,20
1987,Postgraduate,Single,95169,10/9/2013,1,1,0,1,263,0,1901,2,12
1981,Graduate,Partner,56337,3/27/2013,25,8,0,1,459,2,724,2,22
1987,Graduate,Partner,22434,2/13/2013,25,8,0,0,501,1,58,0,7
1954,Postgraduate,Partner,36930,5/17/2013,50,8,0,0,408,1,297,0,16
1954,Graduate,Single,36130,2/2/2013,46,4,0,1,512,1,488,1,21
1953,Postgraduate,Partner,65569,11/5/2012,96,3,0,0,601,1,859,0,23
1968,Graduate,Partner,19514,1/26/2014,47,8,0,0,154,2,69,1,10
1963,Postgraduate,Single,36736,5/10/2013,52,6,0,0,415,2,17,0,4
1979,Graduate,Partner,77568,8/25/2012,30,5,0,0,673,1,2194,3,21
1976,Postgraduate,Partner,49187,1/11/2014,63,2,0,0,169,1,116,0,8
1978,Graduate,Single,30168,3/7/2013,51,9,0,0,479,1,279,0,18
1968,Postgraduate,Partner,34053,9/10/2012,14,8,0,0,657,1,103,0,7
1971,Postgraduate,Partner,38196,4/18/2014,20,5,0,0,72,2,44,0,9
1951,Postgraduate,Partner,59412,4/19/2014,56,3,0,0,71,0,406,0,15
1965,Graduate,Partner,70924,4/7/2014,41,3,0,0,83,0,1363,1,20
1969,Graduate,Partner,54165,5/28/2013,72,2,0,0,397,0,236,0,11
1973,Graduate,Partner,32300,1/3/2013,1,8,0,0,542,1,39,0,5
1976,Graduate,Single,20180,2/20/2013,27,7,0,0,494,0,137,0,8
1973,Graduate,Partner,34961,6/19/2014,77,7,0,0,10,1,79,0,10
1974,Postgraduate,Partner,28440,7/7/2013,87,8,0,0,357,1,63,0,6
1953,Postgraduate,Partner,64504,3/4/2013,81,7,0,1,482,3,1314,0,25
1966,Postgraduate,Partner,33564,6/24/2014,51,5,0,0,5,1,71,0,6
1978,Graduate,Partner,17345,11/3/2012,79,8,0,0,603,1,58,0,7
1967,Postgraduate,Partner,56320,4/8/2013,11,4,0,0,447,1,702,0,21
1978,Graduate,Single,28647,8/21/2013,54,7,0,1,312,1,94,1,7
1987,Undergraduate,Single,15038,1/29/2013,93,9,0,0,516,1,80,0,7
1958,Postgraduate,Single,32173,8/1/2013,0,4,0,0,332,1,22,0,5
1964,Graduate,Partner,68316,11/4/2012,54,6,0,0,602,1,1211,0,32
1971,Graduate,Partner,74538,6/29/2013,21,3,0,1,365,0,1461,1,22
1971,Graduate,Single,91700,1/17/2013,58,3,0,1,528,0,1968,0,20
1969,Graduate,Partner,68695,6/25/2014,3,2,0,0,4,0,1091,0,16
1977,Graduate,Partner,31056,1/22/2013,99,8,0,0,523,1,55,0,5
1980,Graduate,Single,28071,8/29/2012,65,8,0,0,669,0,313,0,13
1958,Postgraduate,Partner,37334,2/26/2014,44,4,0,0,123,2,62,0,11
1972,Postgraduate,Single,46423,9/18/2013,6,7,0,0,284,2,92,0,9
1971,Postgraduate,Partner,37126,3/30/2014,9,6,0,1,91,1,72,1,6
1953,Graduate,Partner,47703,5/29/2013,95,5,0,0,396,1,655,0,21
1959,Graduate,Partner,61180,4/23/2014,70,3,0,0,67,1,704,1,18
1954,Graduate,Partner,38998,11/3/2012,92,8,1,0,603,2,54,0,8
1991,Graduate,Single,8028,9/18/2012,62,19,0,0,649,0,178,0,16
1962,Graduate,Partner,76081,5/23/2014,85,2,0,0,37,0,1033,1,14
1986,Graduate,Partner,34728,7/30/2013,2,6,0,1,334,1,36,0,5
1965,Postgraduate,Single,33168,10/13/2012,0,7,0,0,624,1,122,0,10
1966,Postgraduate,Partner,33585,9/25/2013,91,4,0,0,277,1,122,0,7
1960,Postgraduate,Partner,77037,10/13/2013,3,3,0,0,259,1,1123,0,27
1984,Graduate,Partner,35196,11/13/2012,68,8,0,1,593,1,497,0,18
1966,Graduate,Partner,44529,7/5/2013,98,5,0,0,359,1,691,1,25
1966,Postgraduate,Partner,28764,6/5/2014,16,8,0,0,24,2,12,1,4
1949,Postgraduate,Partner,69098,2/16/2013,82,5,0,0,498,0,2440,0,25
1970,Graduate,Single,25959,2/14/2013,1,6,0,1,500,2,56,0,7
1983,Postgraduate,Partner,27100,4/5/2013,64,7,0,0,450,1,37,0,5
1985,Graduate,Single,70596,10/5/2012,68,2,0,0,632,0,968,0,21
1974,Graduate,Partner,42557,8/29/2012,98,8,0,0,669,1,270,0,15
1951,Postgraduate,Partner,53312,8/9/2013,32,7,0,0,324,0,278,0,12
1952,Graduate,Single,72228,11/27/2012,87,3,0,0,579,0,1250,0,22
1987,Graduate,Partner,67605,3/31/2013,84,1,0,0,455,0,938,0,17
1949,Postgraduate,Partner,62845,10/1/2012,3,8,0,0,636,2,1178,1,28
1958,Graduate,Partner,65196,7/25/2013,34,5,0,0,339,2,1155,1,26
1987,Postgraduate,Single,42000,1/10/2013,23,5,0,1,535,0,653,0,20
1973,Postgraduate,Single,35860,5/19/2014,37,5,0,0,41,2,49,1,6
1964,Postgraduate,Partner,65526,4/11/2014,22,2,0,0,79,1,506,0,17
1961,Graduate,Partner,16860,9/12/2012,19,7,0,0,655,2,38,0,8
1992,Graduate,Single,83528,5/1/2014,7,1,0,1,59,0,1650,2,23
1965,Graduate,Single,64176,8/3/2012,52,6,0,0,695,1,1826,0,33
1956,Graduate,Single,22304,8/4/2012,91,8,0,0,694,0,18,0,4
1978,Graduate,Partner,67023,3/4/2014,93,2,1,0,117,0,906,0,24
1966,Graduate,Partner,70713,12/3/2012,23,3,0,0,573,1,1477,0,25
1955,Graduate,Partner,59925,11/30/2012,83,6,0,0,576,1,766,0,23
1953,Graduate,Partner,39722,2/24/2014,92,5,0,0,125,1,47,0,7
